Site,Year,Type,No_of_Sales,Median_Price,Mean_Price,lat,lon
Buloke Shire,2013,House,116,101250,109491,-36.1736195,143.2180495
Buloke Shire,2013,Units/Apartment,3,155000,140000,-36.1736195,143.2180495
Buloke Shire,2013,Vacant House Block,21,20000,24489,-36.1736195,143.2180495
Buloke Shire,2012,House,85,95000,106124,-36.1736195,143.2180495
Buloke Shire,2012,Units/Apartment,3,189000,146777,-36.1736195,143.2180495
Buloke Shire,2012,Vacant House Block,25,17000,48010,-36.1736195,143.2180495
Buloke Shire,2011,House,95,115000,123021,-36.1736195,143.2180495
Buloke Shire,2011,Units/Apartment,2,170000,170000,-36.1736195,143.2180495
Buloke Shire,2011,Vacant House Block,21,28000,35700,-36.1736195,143.2180495
Buloke Shire,2010,House,99,89000,109858,-36.1736195,143.2180495
Buloke Shire,2010,Units/Apartment,3,185000,158666,-36.1736195,143.2180495
Buloke Shire,2010,Vacant House Block,24,31250,52645,-36.1736195,143.2180495
Buloke Shire,2009,House,85,84000,91658,-36.1736195,143.2180495
Buloke Shire,2009,Units/Apartment,5,170000,162600,-36.1736195,143.2180495
Buloke Shire,2009,Vacant House Block,14,10500,24585,-36.1736195,143.2180495
Buloke Shire,2008,House,84,90500,101172,-36.1736195,143.2180495
Buloke Shire,2008,Units/Apartment,4,172500,161250,-36.1736195,143.2180495
Buloke Shire,2008,Vacant House Block,23,20000,46143,-36.1736195,143.2180495
Buloke Shire,2007,House,109,85000,96892,-36.1736195,143.2180495
Buloke Shire,2007,Units/Apartment,2,148975,148975,-36.1736195,143.2180495
Buloke Shire,2007,Vacant House Block,40,20000,40864,-36.1736195,143.2180495
Buloke Shire,2006,House,97,93000,104075,-36.1736195,143.2180495
Buloke Shire,2006,Units/Apartment,4,142500,140750,-36.1736195,143.2180495
Buloke Shire,2006,Vacant House Block,30,25250,31483,-36.1736195,143.2180495
Campaspe Shire,2016,House,421,270000,283867,-36.308533,144.6972774
Campaspe Shire,2016,Units/Apartment,88,231000,247260,-36.308533,144.6972774
Campaspe Shire,2016,Vacant House Block,88,140000,122189,-36.308533,144.6972774
Campaspe Shire,2015,House,428,256750,273144,-36.308533,144.6972774
Campaspe Shire,2015,Units/Apartment,100,233500,259988,-36.308533,144.6972774
Campaspe Shire,2015,Vacant House Block,86,140000,141484,-36.308533,144.6972774
Campaspe Shire,2014,House,442,246750,259104,-36.308533,144.6972774
Campaspe Shire,2014,Units/Apartment,94,221500,232962,-36.308533,144.6972774
Campaspe Shire,2014,Vacant House Block,73,120000,115167,-36.308533,144.6972774
Campaspe Shire,2013,House,420,237750,259075,-36.308533,144.6972774
Campaspe Shire,2013,Units/Apartment,103,200000,222223,-36.308533,144.6972774
Campaspe Shire,2013,Vacant House Block,54,99000,106726,-36.308533,144.6972774
Campaspe Shire,2012,House,376,234500,250312,-36.308533,144.6972774
Campaspe Shire,2012,Units/Apartment,73,230000,248567,-36.308533,144.6972774
Campaspe Shire,2012,Vacant House Block,70,99000,105496,-36.308533,144.6972774
Campaspe Shire,2011,House,362,230000,243946,-36.308533,144.6972774
Campaspe Shire,2011,Units/Apartment,76,205750,207275,-36.308533,144.6972774
Campaspe Shire,2011,Vacant House Block,78,110000,107210,-36.308533,144.6972774
Campaspe Shire,2010,House,395,220000,231896,-36.308533,144.6972774
Campaspe Shire,2010,Units/Apartment,78,203750,229724,-36.308533,144.6972774
Campaspe Shire,2010,Vacant House Block,80,110000,111133,-36.308533,144.6972774
Campaspe Shire,2009,House,417,210000,226044,-36.308533,144.6972774
Campaspe Shire,2009,Units/Apartment,67,201500,224746,-36.308533,144.6972774
Campaspe Shire,2009,Vacant House Block,83,109000,106945,-36.308533,144.6972774
Campaspe Shire,2008,House,393,212500,233338,-36.308533,144.6972774
Campaspe Shire,2008,Units/Apartment,87,210000,234967,-36.308533,144.6972774
Campaspe Shire,2008,Vacant House Block,72,99500,96011,-36.308533,144.6972774
Campaspe Shire,2007,House,517,208000,225726,-36.308533,144.6972774
Campaspe Shire,2007,Units/Apartment,115,200000,221743,-36.308533,144.6972774
Campaspe Shire,2007,Vacant House Block,102,89500,92261,-36.308533,144.6972774
Campaspe Shire,2006,House,505,210000,228595,-36.308533,144.6972774
Campaspe Shire,2006,Units/Apartment,105,190000,206716,-36.308533,144.6972774
Campaspe Shire,2006,Vacant House Block,135,85000,83431,-36.308533,144.6972774
Casey City,2016,House,5175,485000,504990,-38.1105316,145.2922335
Casey City,2016,Units/Apartment,643,337500,366428,-38.1105316,145.2922335
Casey City,2016,Vacant House Block,2354,242000,244569,-38.1105316,145.2922335
Casey City,2015,House,5514,437000,457601,-38.1105316,145.2922335
Casey City,2015,Units/Apartment,710,337757,368983,-38.1105316,145.2922335
Casey City,2015,Vacant House Block,3355,227000,230723,-38.1105316,145.2922335
Casey City,2014,House,4890,400000,421696,-38.1105316,145.2922335
Casey City,2014,Units/Apartment,656,320000,354066,-38.1105316,145.2922335
Casey City,2014,Vacant House Block,2809,216000,219910,-38.1105316,145.2922335
Casey City,2013,House,4225,385000,408985,-38.1105316,145.2922335
Casey City,2013,Units/Apartment,628,307250,321162,-38.1105316,145.2922335
Casey City,2013,Vacant House Block,2488,205000,212393,-38.1105316,145.2922335
Casey City,2012,House,3637,375000,398574,-38.1105316,145.2922335
Casey City,2012,Units/Apartment,525,298000,322893,-38.1105316,145.2922335
Casey City,2012,Vacant House Block,1839,210000,216670,-38.1105316,145.2922335
Casey City,2011,House,3797,375000,398203,-38.1105316,145.2922335
Casey City,2011,Units/Apartment,529,308000,339905,-38.1105316,145.2922335
Casey City,2011,Vacant House Block,1773,220000,218590,-38.1105316,145.2922335
Casey City,2010,House,4348,375000,400406,-38.1105316,145.2922335
Casey City,2010,Units/Apartment,580,305550,322826,-38.1105316,145.2922335
Casey City,2010,Vacant House Block,2260,203000,212668,-38.1105316,145.2922335
Casey City,2009,House,4972,331000,349246,-38.1105316,145.2922335
Casey City,2009,Units/Apartment,820,284500,304330,-38.1105316,145.2922335
Casey City,2009,Vacant House Block,2666,179975,186116,-38.1105316,145.2922335
Casey City,2008,House,4320,302000,320437,-38.1105316,145.2922335
Casey City,2008,Units/Apartment,672,250000,268365,-38.1105316,145.2922335
Casey City,2008,Vacant House Block,2099,169000,179499,-38.1105316,145.2922335
Casey City,2007,House,5330,277000,297522,-38.1105316,145.2922335
Casey City,2007,Units/Apartment,763,234000,254409,-38.1105316,145.2922335
Casey City,2007,Vacant House Block,3034,158250,163540,-38.1105316,145.2922335
Casey City,2006,House,3947,258000,276717,-38.1105316,145.2922335
Casey City,2006,Units/Apartment,523,229950,269285,-38.1105316,145.2922335
Casey City,2006,Vacant House Block,2446,144500,157714,-38.1105316,145.2922335
Central Goldfields Shire,2016,House,210,196000,209683,-36.9802447,143.6935405
Central Goldfields Shire,2016,Units/Apartment,20,216500,216625,-36.9802447,143.6935405
Central Goldfields Shire,2016,Vacant House Block,39,90200,110479,-36.9802447,143.6935405
Central Goldfields Shire,2015,House,218,189750,205873,-36.9802447,143.6935405
Central Goldfields Shire,2015,Units/Apartment,20,193500,191925,-36.9802447,143.6935405
Central Goldfields Shire,2015,Vacant House Block,47,73000,73511,-36.9802447,143.6935405
Central Goldfields Shire,2014,House,196,200000,201504,-36.9802447,143.6935405
Central Goldfields Shire,2014,Units/Apartment,24,178500,169666,-36.9802447,143.6935405
Central Goldfields Shire,2014,Vacant House Block,52,75000,71834,-36.9802447,143.6935405
Central Goldfields Shire,2013,House,213,192000,197465,-36.9802447,143.6935405
Central Goldfields Shire,2013,Units/Apartment,22,199500,196727,-36.9802447,143.6935405
Central Goldfields Shire,2013,Vacant House Block,38,82000,87092,-36.9802447,143.6935405
Central Goldfields Shire,2012,House,196,180000,186810,-36.9802447,143.6935405
Central Goldfields Shire,2012,Units/Apartment,27,185000,188629,-36.9802447,143.6935405
Central Goldfields Shire,2012,Vacant House Block,37,72000,67440,-36.9802447,143.6935405
Central Goldfields Shire,2011,House,218,176000,182447,-36.9802447,143.6935405
Central Goldfields Shire,2011,Units/Apartment,32,189000,186156,-36.9802447,143.6935405
Central Goldfields Shire,2011,Vacant House Block,49,67500,72255,-36.9802447,143.6935405
Central Goldfields Shire,2010,House,206,158750,171710,-36.9802447,143.6935405
Central Goldfields Shire,2010,Units/Apartment,20,163000,189750,-36.9802447,143.6935405
Central Goldfields Shire,2010,Vacant House Block,52,61200,66301,-36.9802447,143.6935405
Central Goldfields Shire,2009,House,228,147000,158043,-36.9802447,143.6935405
Central Goldfields Shire,2009,Units/Apartment,23,155000,150826,-36.9802447,143.6935405
Central Goldfields Shire,2009,Vacant House Block,24,57000,58416,-36.9802447,143.6935405
Central Goldfields Shire,2008,House,189,140000,151371,-36.9802447,143.6935405
Central Goldfields Shire,2008,Units/Apartment,27,162000,182500,-36.9802447,143.6935405
Central Goldfields Shire,2008,Vacant House Block,33,57000,51316,-36.9802447,143.6935405
Central Goldfields Shire,2007,House,229,130000,145550,-36.9802447,143.6935405
Central Goldfields Shire,2007,Units/Apartment,25,135000,148080,-36.9802447,143.6935405
Central Goldfields Shire,2007,Vacant House Block,60,50000,79227,-36.9802447,143.6935405
Central Goldfields Shire,2006,House,193,139500,157246,-36.9802447,143.6935405
Central Goldfields Shire,2006,Units/Apartment,19,143000,144705,-36.9802447,143.6935405
Central Goldfields Shire,2006,Vacant House Block,53,45000,46242,-36.9802447,143.6935405
Corangamite Shire,2016,House,192,178250,195956,-38.483006,143.6501903
Corangamite Shire,2016,Units/Apartment,19,162000,211210,-38.483006,143.6501903
Corangamite Shire,2016,Vacant House Block,22,72500,76363,-38.483006,143.6501903
Corangamite Shire,2015,House,171,185000,203374,-38.483006,143.6501903
Corangamite Shire,2015,Units/Apartment,15,165000,189600,-38.483006,143.6501903
Corangamite Shire,2015,Vacant House Block,18,44250,70836,-38.483006,143.6501903
Corangamite Shire,2014,House,146,180000,196444,-38.483006,143.6501903
Corangamite Shire,2014,Units/Apartment,17,195000,222617,-38.483006,143.6501903
Corangamite Shire,2014,Vacant House Block,27,50000,73129,-38.483006,143.6501903
Corangamite Shire,2013,House,161,172000,202555,-38.483006,143.6501903
Corangamite Shire,2013,Units/Apartment,10,172500,210350,-38.483006,143.6501903
Corangamite Shire,2013,Vacant House Block,33,70000,64190,-38.483006,143.6501903
Corangamite Shire,2012,House,125,183500,194324,-38.483006,143.6501903
Corangamite Shire,2012,Units/Apartment,14,177500,208750,-38.483006,143.6501903
Corangamite Shire,2012,Vacant House Block,22,78750,85681,-38.483006,143.6501903
Corangamite Shire,2011,House,151,173800,195677,-38.483006,143.6501903
Corangamite Shire,2011,Units/Apartment,11,215000,232500,-38.483006,143.6501903
Corangamite Shire,2011,Vacant House Block,39,75000,76669,-38.483006,143.6501903
Corangamite Shire,2010,House,164,181750,192721,-38.483006,143.6501903
Corangamite Shire,2010,Units/Apartment,11,216000,211545,-38.483006,143.6501903
Corangamite Shire,2010,Vacant House Block,36,88500,94769,-38.483006,143.6501903
Corangamite Shire,2009,House,186,165500,177181,-38.483006,143.6501903
Corangamite Shire,2009,Units/Apartment,16,143750,168781,-38.483006,143.6501903
Corangamite Shire,2009,Vacant House Block,25,60000,69920,-38.483006,143.6501903
Corangamite Shire,2008,House,170,170000,183105,-38.483006,143.6501903
Corangamite Shire,2008,Units/Apartment,6,187000,188833,-38.483006,143.6501903
Corangamite Shire,2008,Vacant House Block,24,70000,76205,-38.483006,143.6501903
Corangamite Shire,2007,House,163,170000,190845,-38.483006,143.6501903
Corangamite Shire,2007,Units/Apartment,25,201000,239679,-38.483006,143.6501903
Corangamite Shire,2007,Vacant House Block,37,65000,85997,-38.483006,143.6501903
Corangamite Shire,2006,House,166,170000,185592,-38.483006,143.6501903
Corangamite Shire,2006,Units/Apartment,12,166500,182708,-38.483006,143.6501903
Corangamite Shire,2006,Vacant House Block,45,50000,63646,-38.483006,143.6501903
Darebin City,2016,House,1421,865000,948008,-37.727768,145.016269
Darebin City,2016,Units/Apartment,1361,440000,474232,-37.727768,145.016269
Darebin City,2016,Vacant House Block,12,388650,439483,-37.727768,145.016269
Darebin City,2015,House,1639,780000,840238,-37.727768,145.016269
Darebin City,2015,Units/Apartment,1690,435000,467220,-37.727768,145.016269
Darebin City,2015,Vacant House Block,27,400000,412314,-37.727768,145.016269
Darebin City,2014,House,1727,700000,760046,-37.727768,145.016269
Darebin City,2014,Units/Apartment,1611,428800,457621,-37.727768,145.016269
Darebin City,2014,Vacant House Block,44,388500,400355,-37.727768,145.016269
Darebin City,2013,House,1478,650000,693557,-37.727768,145.016269
Darebin City,2013,Units/Apartment,1527,401500,421941,-37.727768,145.016269
Darebin City,2013,Vacant House Block,29,360000,352498,-37.727768,145.016269
Darebin City,2012,House,1259,611000,647158,-37.727768,145.016269
Darebin City,2012,Units/Apartment,1189,385000,407781,-37.727768,145.016269
Darebin City,2012,Vacant House Block,15,310000,410133,-37.727768,145.016269
Darebin City,2011,House,1354,635000,667270,-37.727768,145.016269
Darebin City,2011,Units/Apartment,1131,400000,430583,-37.727768,145.016269
Darebin City,2011,Vacant House Block,28,342500,396257,-37.727768,145.016269
Darebin City,2010,House,1445,625000,661282,-37.727768,145.016269
Darebin City,2010,Units/Apartment,1160,400000,428728,-37.727768,145.016269
Darebin City,2010,Vacant House Block,14,320000,606571,-37.727768,145.016269
Darebin City,2009,House,1546,526500,560869,-37.727768,145.016269
Darebin City,2009,Units/Apartment,1473,362500,388115,-37.727768,145.016269
Darebin City,2009,Vacant House Block,34,299475,264947,-37.727768,145.016269
Darebin City,2008,House,1380,485126,517729,-37.727768,145.016269
Darebin City,2008,Units/Apartment,1040,317250,343776,-37.727768,145.016269
Darebin City,2008,Vacant House Block,53,290000,272972,-37.727768,145.016269
Darebin City,2007,House,1852,454500,488818,-37.727768,145.016269
Darebin City,2007,Units/Apartment,1460,301500,322934,-37.727768,145.016269
Darebin City,2007,Vacant House Block,128,285000,274516,-37.727768,145.016269
Darebin City,2006,House,1659,382000,407326,-37.727768,145.016269
Darebin City,2006,Units/Apartment,1050,260000,276521,-37.727768,145.016269
Darebin City,2006,Vacant House Block,146,250000,237983,-37.727768,145.016269
East Gippsland Shire,2016,House,754,280000,307648,-37.4975957,148.1892921
East Gippsland Shire,2016,Units/Apartment,110,235000,267284,-37.4975957,148.1892921
East Gippsland Shire,2016,Vacant House Block,247,100000,111829,-37.4975957,148.1892921
East Gippsland Shire,2015,House,743,262500,291577,-37.4975957,148.1892921
East Gippsland Shire,2015,Units/Apartment,112,234000,243254,-37.4975957,148.1892921
East Gippsland Shire,2015,Vacant House Block,269,102000,115084,-37.4975957,148.1892921
East Gippsland Shire,2014,House,683,260000,291035,-37.4975957,148.1892921
East Gippsland Shire,2014,Units/Apartment,129,233000,255279,-37.4975957,148.1892921
East Gippsland Shire,2014,Vacant House Block,274,100000,115920,-37.4975957,148.1892921
East Gippsland Shire,2013,House,697,258000,285096,-37.4975957,148.1892921
East Gippsland Shire,2013,Units/Apartment,132,213750,230081,-37.4975957,148.1892921
East Gippsland Shire,2013,Vacant House Block,261,102800,115586,-37.4975957,148.1892921
East Gippsland Shire,2012,House,597,255000,278884,-37.4975957,148.1892921
East Gippsland Shire,2012,Units/Apartment,120,202750,223801,-37.4975957,148.1892921
East Gippsland Shire,2012,Vacant House Block,289,105000,111570,-37.4975957,148.1892921
East Gippsland Shire,2011,House,612,257000,277647,-37.4975957,148.1892921
East Gippsland Shire,2011,Units/Apartment,135,223000,267889,-37.4975957,148.1892921
East Gippsland Shire,2011,Vacant House Block,277,114000,117152,-37.4975957,148.1892921
East Gippsland Shire,2010,House,769,255000,283812,-37.4975957,148.1892921
East Gippsland Shire,2010,Units/Apartment,147,215000,229011,-37.4975957,148.1892921
East Gippsland Shire,2010,Vacant House Block,346,110000,110891,-37.4975957,148.1892921
East Gippsland Shire,2009,House,814,232000,255104,-37.4975957,148.1892921
East Gippsland Shire,2009,Units/Apartment,161,230000,299129,-37.4975957,148.1892921
East Gippsland Shire,2009,Vacant House Block,312,93000,100438,-37.4975957,148.1892921
East Gippsland Shire,2008,House,621,227000,260013,-37.4975957,148.1892921
East Gippsland Shire,2008,Units/Apartment,153,195000,215918,-37.4975957,148.1892921
East Gippsland Shire,2008,Vacant House Block,273,90000,96932,-37.4975957,148.1892921
East Gippsland Shire,2007,House,842,225500,254991,-37.4975957,148.1892921
East Gippsland Shire,2007,Units/Apartment,126,221000,290841,-37.4975957,148.1892921
East Gippsland Shire,2007,Vacant House Block,266,85000,95081,-37.4975957,148.1892921
East Gippsland Shire,2006,House,702,216500,236911,-37.4975957,148.1892921
East Gippsland Shire,2006,Units/Apartment,139,205000,250775,-37.4975957,148.1892921
